symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300443,12375,12474,1,22.35,0,2235.0,5.0,5.0,0.0,0.0,10.0,22.5,1,100,20170726
SZ002340,12376,12475,1,6.96,0,695.54,5.0,5.0,0.0,0.0,5.46,7.06,1,100,20170726
SZ000819,12377,12476,1,16.31,0,1631.2,5.0,5.0,0.0,0.0,18.8,16.55,1,100,20170726
SZ002695,12378,12477,1,22.8,0,2280.15,5.0,5.0,0.0,0.0,-40.15,22.45,1,100,20170726
SH603069,12379,12478,1,11.3,0,1129.97,6.0,5.0,0.0,1.0,6.03,11.42,1,100,20170726
SH600191,12380,12479,1,17.68,0,1768.0,6.0,5.0,0.0,1.0,-25.0,17.49,1,100,20170726
SZ002346,12381,12480,1,28.12,0,2812.43,5.0,5.0,0.0,0.0,-27.43,27.9,1,100,20170726
SZ002783,12382,12481,1,25.37,0,2536.85,5.0,5.0,0.0,0.0,6.15,25.48,1,100,20170726
SH601001,12383,12482,1,6.62,0,661.77,6.0,5.0,0.0,1.0,-8.77,6.59,1,100,20170726
SZ002225,12384,12483,1,6.66,0,665.82,5.0,5.0,0.0,0.0,6.18,6.77,1,100,20170726
SZ002882,12385,12484,1,16.79,0,1678.98,5.0,5.0,0.0,0.0,56.02,17.4,1,100,20170726
SZ000912,12386,12485,1,10.91,0,1090.53,5.0,5.0,0.0,0.0,2.47,10.98,1,100,20170726
SZ002182,12387,12486,1,11.67,0,1166.7,5.0,5.0,0.0,0.0,-38.7,11.33,1,100,20170726
SZ300078,12388,12487,1,11.74,0,1173.82,5.0,5.0,0.0,0.0,-0.82,11.78,1,100,20170726
SZ300506,12389,12488,1,26.16,0,2615.83,5.0,5.0,0.0,0.0,-36.83,25.84,1,100,20170726
SZ300433,12390,12489,-1,31.01,1,3101.04,8.1,5.0,3.1,0.0,0.0,0.0,1,100,20170726
SH600846,12391,12490,-1,9.62,1,962.35,6.96,5.0,0.96,1.0,0.0,0.0,1,100,20170726
SZ002783,12392,12491,-1,25.37,1,2536.85,7.54,5.0,2.54,0.0,0.0,0.0,1,100,20170726
SH601001,12393,12492,-1,6.62,1,661.77,6.66,5.0,0.66,1.0,0.0,0.0,1,100,20170726
SZ000830,12394,12493,-1,8.59,1,859.0,5.86,5.0,0.86,0.0,0.0,0.0,1,100,20170726
SZ002392,12395,12494,-1,6.18,1,617.52,5.62,5.0,0.62,0.0,0.0,0.0,1,100,20170726
SH603707,12396,12495,-1,16.72,1,1672.0,7.67,5.0,1.67,1.0,0.0,0.0,1,100,20170726
SZ300675,12397,12496,-1,8.49,1,849.0,5.85,5.0,0.85,0.0,0.0,0.0,1,100,20170726
SZ300179,12398,12497,-1,7.05,1,705.32,5.71,5.0,0.71,0.0,0.0,0.0,1,100,20170726
