symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ002903,21595,0,1,5,35.85,5.38,5.38,0.0,0.0,3585.0,0,3,1,20171024,100
SZ002846,21630,0,1,5,35.29,5.29,5.29,0.0,0.0,3529.32,0,3,1,20171025,100
SH603396,21631,0,1,5,45.14,7.77,6.77,0.0,1.0,4514.0,0,3,1,20171025,100
SZ300649,21632,0,1,5,55.24,8.29,8.29,0.0,0.0,5524.01,0,3,1,20171025,100
SZ002211,21633,0,1,5,8.78,5.0,5.0,0.0,0.0,878.27,0,3,1,20171025,100
SZ002723,21634,0,1,5,23.67,5.0,5.0,0.0,0.0,2366.58,0,3,1,20171025,100
SZ300700,21635,0,1,5,68.23,10.24,10.24,0.0,0.0,6823.44,0,3,1,20171025,100
SZ000418,21636,0,1,5,52.34,7.85,7.85,0.0,0.0,5233.94,0,3,1,20171025,100
SH603305,21637,0,1,5,54.56,9.18,8.18,0.0,1.0,5455.99,0,3,1,20171025,100
SH600822,21638,0,1,5,15.01,6.0,5.0,0.0,1.0,1501.09,0,3,1,20171025,100
SH603110,21639,0,1,5,39.33,6.9,5.9,0.0,1.0,3933.26,0,3,1,20171025,100
SH603335,21640,0,1,5,13.9,6.0,5.0,0.0,1.0,1389.87,0,3,1,20171025,100
SH603683,21641,0,1,5,17.91,6.0,5.0,0.0,1.0,1791.0,0,3,1,20171025,100
SH603722,21642,0,1,5,16.11,6.0,5.0,0.0,1.0,1610.82,0,3,1,20171025,100
SZ002843,21643,0,1,5,26.86,5.0,5.0,0.0,0.0,2686.39,0,3,1,20171025,100
SH603896,21644,0,1,5,57.11,9.57,8.57,0.0,1.0,5710.67,0,3,1,20171025,100
SH601369,21645,0,1,5,6.82,6.0,5.0,0.0,1.0,681.5,0,3,1,20171025,100
SZ300678,21646,0,1,5,72.62,10.89,10.89,0.0,0.0,7261.79,0,3,1,20171025,100
SZ300592,21647,0,1,5,22.79,5.0,5.0,0.0,0.0,2279.38,0,3,1,20171025,100
SH600526,21648,0,1,5,12.28,6.0,5.0,0.0,1.0,1227.81,0,3,1,20171025,100
SZ002906,21649,0,1,5,35.02,5.25,5.25,0.0,0.0,3501.74,0,3,1,20171025,100
SZ300072,21650,1,-1,5,36.17,9.04,5.42,3.62,0.0,3616.6,21180,3,1,20171026,100
SZ000815,21651,1,-1,5,19.04,6.9,5.0,1.9,0.0,1904.31,21362,3,1,20171026,100
SZ300500,21652,1,-1,5,43.55,10.89,6.53,4.35,0.0,4354.77,21444,3,1,20171026,100
SZ002877,21653,1,-1,5,33.64,8.41,5.05,3.36,0.0,3363.74,21448,3,1,20171026,100
SZ002856,21654,1,-1,5,41.4,10.35,6.21,4.14,0.0,4140.11,21458,3,1,20171026,100
SZ300700,21655,1,-1,5,72.33,18.08,10.85,7.23,0.0,7232.85,21486,3,1,20171026,100
SZ002822,21656,1,-1,5,12.52,6.25,5.0,1.25,0.0,1252.42,21488,3,1,20171026,100
SH603648,21657,1,-1,5,30.12,9.01,5.0,3.01,1.0,3011.6,21489,3,1,20171026,100
SZ300707,21658,1,-1,5,62.67,15.67,9.4,6.27,0.0,6266.83,21491,3,1,20171026,100
SZ002877,21659,1,-1,5,34.59,8.65,5.19,3.46,0.0,3458.85,21492,3,1,20171026,100
SZ300706,21660,1,-1,5,69.97,17.49,10.5,7.0,0.0,6997.06,21494,3,1,20171026,100
SH603499,21661,1,-1,5,27.49,8.75,5.0,2.75,1.0,2748.58,21495,3,1,20171026,100
SZ300705,21662,1,-1,5,35.17,8.79,5.28,3.52,0.0,3517.06,21496,3,1,20171026,100
SH603110,21663,1,-1,5,38.15,10.54,5.72,3.82,1.0,3815.26,21497,3,1,20171026,100
SZ002905,21664,1,-1,5,47.77,11.94,7.17,4.78,0.0,4776.91,21498,3,1,20171026,100
SH601108,21665,1,-1,5,19.11,7.91,5.0,1.91,1.0,1911.18,21500,3,1,20171026,100
SZ300708,21666,1,-1,5,8.41,5.84,5.0,0.84,0.0,840.58,21501,3,1,20171026,100
SZ300402,21667,1,-1,5,16.64,6.66,5.0,1.66,0.0,1664.4,21502,3,1,20171026,100
