symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SH600535,7565,7653,1,39.9,0,3990.41,6.99,5.99,0.0,1.0,116.6,41.14,1,100,20170317
SH603227,7822,7911,1,10.98,0,1098.0,6.0,5.0,0.0,1.0,-6.0,10.98,1,100,20170329
SZ000767,7896,7987,1,4.04,0,403.6,5.0,5.0,0.0,0.0,-2.6,4.06,1,100,20170331
SZ002204,7934,8028,1,5.26,0,525.62,5.0,5.0,0.0,0.0,16.38,5.47,1,100,20170405
SZ002060,7935,8029,1,8.66,0,866.5,5.0,5.0,0.0,0.0,-4.5,8.67,1,100,20170405
SZ002809,7937,8031,1,81.28,0,8128.24,12.19,12.19,0.0,0.0,59.57,82.0,1,100,20170405
SZ300618,7938,8032,1,101.78,0,10177.66,15.27,15.27,0.0,0.0,-185.93,100.07,1,100,20170405
SH600008,7961,8055,1,5.09,0,509.25,6.0,5.0,0.0,1.0,0.75,5.16,1,100,20170406
SZ300628,7962,8056,1,362.3,0,36230.16,54.35,54.35,0.0,0.0,-383.51,359.01,1,100,20170406
SH900957,7963,8057,1,1.01,0,100.52,6.0,5.0,0.0,1.0,-8.42,0.98,1,100,20170406
SZ000638,7964,8058,1,14.31,0,1431.01,5.0,5.0,0.0,0.0,7.99,14.44,1,100,20170406
SZ002819,7965,8059,1,51.59,0,5158.56,7.74,7.74,0.0,0.0,13.7,51.8,1,100,20170406
SZ002466,7966,8060,1,47.78,0,4777.51,7.17,7.17,0.0,0.0,43.32,48.28,1,100,20170406
SZ300622,7967,8061,1,47.26,0,4726.2,7.09,7.09,0.0,0.0,146.71,48.8,1,100,20170406
SH603960,7968,8062,1,53.84,0,5383.9,9.08,8.08,0.0,1.0,69.02,54.62,1,100,20170406
SZ002856,7969,8063,1,43.17,0,4317.36,6.48,6.48,0.0,0.0,144.16,44.68,1,100,20170406
SZ300621,7970,8064,1,36.13,0,3613.33,5.42,5.42,0.0,0.0,70.25,36.89,1,100,20170406
SZ002362,7971,8065,1,25.08,0,2508.28,5.0,5.0,0.0,0.0,-21.28,24.92,1,100,20170406
