symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SH600600,4261,4305,1,31.74,0,3174.33,6.0,5.0,0.0,1.0,-71.33,31.09,1,100,20160919
SH600594,4512,4564,1,16.67,0,1666.82,6.0,5.0,0.0,1.0,14.18,16.87,1,100,20160930
SZ300303,4669,4730,1,10.19,0,1018.52,5.0,5.0,0.0,0.0,2.48,10.26,1,100,20161018
SH600851,4670,4731,1,13.68,0,1367.81,6.0,5.0,0.0,1.0,-10.81,13.63,1,100,20161018
SH600373,4748,4809,1,22.96,0,2295.99,6.0,5.0,0.0,1.0,38.01,23.4,1,100,20161021
SZ002240,5020,5082,1,12.91,0,1290.85,5.0,5.0,0.0,0.0,-5.85,12.9,1,100,20161103
SZ002416,5038,5100,1,16.7,0,1670.45,5.0,5.0,0.0,0.0,42.55,17.18,1,100,20161104
SH600588,5075,5137,1,23.98,0,2398.43,6.0,5.0,0.0,1.0,-4.43,24.0,1,100,20161107
SZ300086,5167,5232,1,13.47,0,1347.05,5.0,5.0,0.0,0.0,-24.05,13.28,1,100,20161110
SH600558,5168,5233,1,6.48,0,647.72,6.0,5.0,0.0,1.0,-5.72,6.48,1,100,20161110
SH900953,5217,5280,1,1.2,0,119.72,6.0,5.0,0.0,1.0,-5.52,1.2,1,100,20161114
SH600336,5225,5289,1,8.09,0,808.65,6.0,5.0,0.0,1.0,-6.65,8.08,1,100,20161114
SZ300492,5256,5320,1,68.75,0,6875.5,10.31,10.31,0.0,0.0,214.19,71.0,1,100,20161115
SH601128,5260,5324,1,13.32,0,1332.2,6.0,5.0,0.0,1.0,-28.2,13.1,1,100,20161115
SZ002154,5261,5325,1,5.87,0,586.55,5.0,5.0,0.0,0.0,-5.55,5.86,1,100,20161115
SH600098,5262,5326,1,8.76,0,875.58,6.0,5.0,0.0,1.0,-1.58,8.8,1,100,20161115
SH600699,5268,5333,1,33.62,0,3361.68,6.04,5.04,0.0,1.0,69.28,34.37,1,100,20161115
SH600647,5281,5332,1,47.92,0,4791.65,8.19,7.19,0.0,1.0,34.16,48.34,1,100,20161116
SZ002817,5282,5346,1,75.48,0,7547.96,11.32,11.32,0.0,0.0,-84.28,74.75,1,100,20161116
SZ300052,5283,5347,1,25.28,0,2528.0,5.0,5.0,0.0,0.0,-5.0,25.28,1,100,20161116
SH601008,5284,5348,1,6.24,0,623.85,6.0,5.0,0.0,1.0,-6.85,6.23,1,100,20161116
SH601880,5285,5349,1,3.22,0,322.38,6.0,5.0,0.0,1.0,1.62,3.3,1,100,20161116
SH603888,5286,5350,1,127.11,0,12710.59,20.07,19.07,0.0,1.0,-36.66,126.94,1,100,20161116
SZ002066,5287,5351,1,18.09,0,1808.82,5.0,5.0,0.0,0.0,-28.82,17.85,1,100,20161116
SH603258,5288,5352,1,82.24,0,8224.49,13.34,12.34,0.0,1.0,-162.83,80.75,1,100,20161116
SZ300492,5289,5353,1,69.56,0,6955.8,10.43,10.43,0.0,0.0,133.77,71.0,1,100,20161116
SH603556,5290,5354,1,49.82,0,4982.0,8.47,7.47,0.0,1.0,-8.47,49.82,1,100,20161116
SH600336,5291,5355,1,8.06,0,806.12,6.0,5.0,0.0,1.0,-4.12,8.08,1,100,20161116
SZ300566,5292,5356,1,23.66,0,2366.0,5.0,5.0,0.0,0.0,-5.0,23.66,1,100,20161116
SZ300441,5293,5357,1,31.81,0,3181.05,5.0,5.0,0.0,0.0,150.95,33.37,1,100,20161116
SH600098,5294,5358,1,8.75,0,875.09,6.0,5.0,0.0,1.0,-1.09,8.8,1,100,20161116
SZ002231,5295,5359,1,15.55,0,1554.84,5.0,5.0,0.0,0.0,8.16,15.68,1,100,20161116
