symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300063,15729,15838,1,21.52,0,2152.1,5.0,5.0,0.0,0.0,-1291.1,8.66,1,100,20170427
SZ000885,15791,15900,1,19.44,0,1944.03,5.0,5.0,0.0,0.0,-20.03,19.29,1,100,20170428
SH600578,16720,16825,1,4.18,0,417.77,6.0,5.0,0.0,1.0,-3.77,4.2,1,100,20170524
SH600976,17078,17184,1,25.9,0,2590.22,6.0,5.0,0.0,1.0,51.78,26.48,1,100,20170607
SH600720,17231,17337,1,7.72,0,771.94,6.0,5.0,0.0,1.0,-10.94,7.67,1,100,20170612
SZ300056,17233,17339,1,13.4,0,1339.97,5.0,5.0,0.0,0.0,63.03,14.08,1,100,20170612
SZ000983,17320,17426,1,8.15,0,815.22,5.0,5.0,0.0,0.0,5.78,8.26,1,100,20170614
SZ300300,17525,17632,1,18.3,0,1829.89,5.0,5.0,0.0,0.0,13.11,18.48,1,100,20170620
SZ002339,17595,15834,1,16.27,0,1627.0,5.0,5.0,0.0,0.0,-168.0,14.64,1,100,20170622
SH603879,17646,17752,1,18.94,0,1894.0,6.0,5.0,0.0,1.0,-6.0,18.94,1,100,20170623
SH603226,17647,17753,1,35.71,0,3571.28,6.36,5.36,0.0,1.0,-10.64,35.67,1,100,20170623
SZ002782,17648,17754,1,21.62,0,2161.68,5.0,5.0,0.0,0.0,4.32,21.71,1,100,20170623
SZ300657,17649,17755,1,39.51,0,3951.46,5.93,5.93,0.0,0.0,-47.39,39.1,1,100,20170623
SZ002877,17650,17756,1,28.0,0,2799.74,5.0,5.0,0.0,0.0,-2.74,28.02,1,100,20170623
SH600976,17651,17757,1,26.61,0,2660.63,6.0,5.0,0.0,1.0,-18.63,26.48,1,100,20170623
SH603767,17652,17758,1,24.77,0,2477.14,6.0,5.0,0.0,1.0,-65.14,24.18,1,100,20170623
SZ300668,17653,17759,1,44.09,0,4409.0,6.61,6.61,0.0,0.0,-6.61,44.09,1,100,20170623
SH603015,17654,17760,1,10.79,0,1079.49,6.0,5.0,0.0,1.0,-24.49,10.61,1,100,20170623
SZ002883,17655,17761,1,30.03,0,3003.0,5.0,5.0,0.0,0.0,-5.0,30.03,1,100,20170623
SZ000995,17656,17762,1,14.34,0,1433.6,5.0,5.0,0.0,0.0,-21.6,14.17,1,100,20170623
SZ300112,17657,17763,1,12.54,0,1254.0,5.0,5.0,0.0,0.0,17.0,12.76,1,100,20170623
SH603197,17658,17764,1,52.26,0,5226.26,8.84,7.84,0.0,1.0,38.9,52.74,1,100,20170623
SZ002881,17659,17765,1,14.19,0,1419.0,5.0,5.0,0.0,0.0,-5.0,14.19,1,100,20170623
SZ300667,17660,17766,1,22.66,0,2266.0,5.0,5.0,0.0,0.0,-5.0,22.66,1,100,20170623
SZ002843,17661,17767,1,31.23,0,3122.82,5.0,5.0,0.0,0.0,-16.82,31.11,1,100,20170623
SZ002689,17662,17768,1,6.75,0,674.99,5.0,5.0,0.0,0.0,1.01,6.81,1,100,20170623
SZ300663,17663,17769,1,27.49,0,2749.24,5.0,5.0,0.0,0.0,-134.24,26.2,1,100,20170623
SH603316,17664,17770,1,14.38,0,1438.0,6.0,5.0,0.0,1.0,-6.0,14.38,1,100,20170623
