symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ300122,8506,0,1,5,20.35,5.0,5.0,0.0,0.0,2034.89,0,3,1,20170428,100
SZ000736,8507,0,1,5,24.37,5.0,5.0,0.0,0.0,2437.02,0,3,1,20170428,100
SZ300645,8508,0,1,5,28.64,5.0,5.0,0.0,0.0,2864.0,0,3,1,20170428,100
SZ300604,8509,0,1,5,33.72,5.06,5.06,0.0,0.0,3372.0,0,3,1,20170428,100
SZ000709,8510,0,1,5,4.96,5.0,5.0,0.0,0.0,496.26,0,3,1,20170428,100
SZ002342,8511,0,1,5,11.05,5.0,5.0,0.0,0.0,1105.01,0,3,1,20170428,100
SH603139,8512,0,1,5,33.79,6.07,5.07,0.0,1.0,3379.0,0,3,1,20170428,100
SH603232,8513,0,1,5,41.98,7.3,6.3,0.0,1.0,4198.0,0,3,1,20170428,100
SH603096,8514,0,1,5,41.29,7.19,6.19,0.0,1.0,4129.0,0,3,1,20170428,100
SZ300648,8515,0,1,5,30.17,5.0,5.0,0.0,0.0,3017.0,0,3,1,20170428,100
SZ300554,8516,0,1,5,34.77,5.22,5.22,0.0,0.0,3477.0,0,3,1,20170428,100
SZ002862,8517,1,-1,5,39.78,9.95,5.97,3.98,0.0,3978.14,8358,3,1,20170502,100
SZ000736,8518,1,-1,5,25.83,7.58,5.0,2.58,0.0,2583.24,8382,3,1,20170502,100
SZ000736,8519,1,-1,5,23.64,7.36,5.0,2.36,0.0,2363.91,8382,3,1,20170502,100
SZ300632,8520,1,-1,5,30.16,8.02,5.0,3.02,0.0,3016.07,8383,3,1,20170502,100
SH601008,8521,1,-1,5,8.28,6.83,5.0,0.83,1.0,828.19,8384,3,1,20170502,100
SZ002860,8522,1,-1,5,57.14,14.29,8.57,5.71,0.0,5714.08,8385,3,1,20170502,100
SZ002158,8523,1,-1,5,16.53,6.65,5.0,1.65,0.0,1652.87,8387,3,1,20170502,100
SZ002867,8524,1,-1,5,33.44,8.36,5.02,3.34,0.0,3344.3,8389,3,1,20170502,100
SZ300023,8525,1,-1,5,13.83,6.38,5.0,1.38,0.0,1383.13,8391,3,1,20170502,100
SZ002803,8526,1,-1,5,37.86,9.46,5.68,3.79,0.0,3785.74,8393,3,1,20170502,100
