symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SH600376,19082,19182,1,11.25,0,1125.05,6.0,5.0,0.0,1.0,-32.05,10.99,1,100,20170808
SH600000,20166,20271,1,13.08,0,1307.93,6.0,5.0,0.0,1.0,-9.93,13.04,1,100,20170911
SH600252,20458,20562,1,4.43,0,442.86,6.0,5.0,0.0,1.0,-15.86,4.33,1,100,20170919
SH900910,20723,20824,1,0.9,0,89.82,6.0,5.0,0.0,1.0,-6.42,0.89,1,100,20170926
SH600086,20799,20904,1,10.42,0,1041.71,6.0,5.0,0.0,1.0,-9.71,10.38,1,100,20170927
SH600000,20842,20946,1,12.82,0,1281.76,6.0,5.0,0.0,1.0,16.24,13.04,1,100,20170928
SH600222,20844,20949,1,6.33,0,632.74,6.0,5.0,0.0,1.0,-14.74,6.24,1,100,20170928
SH600185,20985,21090,1,6.24,0,623.81,6.0,5.0,0.0,1.0,-6.81,6.23,1,100,20171010
SZ000633,21082,21189,1,9.28,0,927.5,5.0,5.0,0.0,0.0,-24.5,9.08,1,100,20171012
SZ300585,21092,21199,1,28.01,0,2801.26,5.0,5.0,0.0,0.0,133.74,29.4,1,100,20171012
SZ200505,21093,21200,1,5.83,0,583.18,5.0,5.0,0.0,0.0,-7.18,5.81,1,100,20171012
SZ300277,21162,20832,1,9.89,0,989.0,5.0,5.0,0.0,0.0,-5.0,9.89,1,100,20171016
SZ002264,21163,21182,1,15.59,0,1559.22,5.0,5.0,0.0,0.0,16.78,15.81,1,100,20171016
SH600499,21164,21269,1,12.54,0,1254.0,6.0,5.0,0.0,1.0,-11.0,12.49,1,100,20171016
SZ300262,21165,21270,1,10.79,0,1079.27,5.0,5.0,0.0,0.0,-21.27,10.63,1,100,20171016
SZ300692,21166,21271,1,50.98,0,5098.35,7.65,7.65,0.0,0.0,-85.0,50.21,1,100,20171016
SZ002846,21167,21272,1,37.73,0,3772.83,5.66,5.66,0.0,0.0,-51.49,37.27,1,100,20171016
SZ300649,21168,21273,1,52.06,0,5206.28,7.81,7.81,0.0,0.0,-28.09,51.86,1,100,20171016
SZ300635,21169,21274,1,27.5,0,2750.11,5.0,5.0,0.0,0.0,-33.11,27.22,1,100,20171016
SZ002389,21170,21275,1,29.04,0,2903.96,5.0,5.0,0.0,0.0,-118.96,27.9,1,100,20171016
SZ002903,21171,21276,1,20.24,0,2024.0,5.0,5.0,0.0,0.0,-5.0,20.24,1,100,20171016
SZ300355,21172,21277,1,14.39,0,1439.44,5.0,5.0,0.0,0.0,-26.44,14.18,1,100,20171016
SH603157,21173,21278,1,30.23,0,3022.95,6.0,5.0,0.0,1.0,-68.95,29.6,1,100,20171016
SZ300638,21174,21279,1,45.17,0,4517.08,6.78,6.78,0.0,0.0,-173.86,43.5,1,100,20171016
SZ000716,21175,21280,1,6.82,0,681.64,5.0,5.0,0.0,0.0,-13.64,6.73,1,100,20171016
SH603110,21176,21281,1,20.66,0,2066.0,6.0,5.0,0.0,1.0,-6.0,20.66,1,100,20171016
SZ300633,21177,21282,1,28.39,0,2839.23,5.0,5.0,0.0,0.0,23.77,28.68,1,100,20171016
SH603363,21178,21283,1,16.28,0,1628.0,6.0,5.0,0.0,1.0,-6.0,16.28,1,100,20171016
SH603378,21179,21284,1,36.3,0,3630.0,6.44,5.44,0.0,1.0,-6.44,36.3,1,100,20171016
SZ300072,21180,21285,1,37.28,0,3728.45,5.59,5.59,0.0,0.0,-57.04,36.77,1,100,20171016
SZ300222,21181,21286,1,28.4,0,2840.43,5.0,5.0,0.0,0.0,-49.43,27.96,1,100,20171016
SH600007,21182,21287,1,19.0,0,1899.87,6.0,5.0,0.0,1.0,-17.87,18.88,1,100,20171016
SZ002893,21183,21288,1,39.18,0,3918.39,5.88,5.88,0.0,0.0,-160.27,37.64,1,100,20171016
SZ000791,21184,21289,1,11.32,0,1131.56,5.0,5.0,0.0,0.0,-46.56,10.9,1,100,20171016
SZ002906,21185,21290,1,21.68,0,2168.0,5.0,5.0,0.0,0.0,-5.0,21.68,1,100,20171016
