symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300063,15809,15906,1,21.52,0,2152.1,5.0,5.0,0.0,0.0,-1291.1,8.66,1,100,20170427
SZ000885,15870,15967,1,19.44,0,1944.03,5.0,5.0,0.0,0.0,-20.03,19.29,1,100,20170428
SH600578,16796,16892,1,4.18,0,417.77,6.0,5.0,0.0,1.0,-2.77,4.21,1,100,20170524
SH600976,17158,17255,1,25.9,0,2590.22,6.0,5.0,0.0,1.0,104.78,27.01,1,100,20170607
SH600720,17313,17410,1,7.72,0,771.94,6.0,5.0,0.0,1.0,5.06,7.83,1,100,20170612
SZ000983,17402,17499,1,8.15,0,815.22,5.0,5.0,0.0,0.0,33.78,8.54,1,100,20170614
SZ300300,17610,17707,1,18.3,0,1829.89,5.0,5.0,0.0,0.0,-6.89,18.28,1,100,20170620
SH600976,17738,17834,1,26.61,0,2660.63,6.0,5.0,0.0,1.0,34.37,27.01,1,100,20170623
SZ002689,17749,17845,1,6.75,0,674.99,5.0,5.0,0.0,0.0,-14.99,6.65,1,100,20170623
SZ000627,17775,17871,1,8.29,0,828.91,5.0,5.0,0.0,0.0,-17.91,8.16,1,100,20170626
SZ002346,17779,17875,1,28.12,0,2811.78,5.0,5.0,0.0,0.0,-74.78,27.42,1,100,20170626
SH600976,17780,17876,1,26.41,0,2641.47,6.0,5.0,0.0,1.0,53.53,27.01,1,100,20170626
SH603197,17781,17877,1,54.33,0,5432.87,9.15,8.15,0.0,1.0,-69.02,53.73,1,100,20170626
SZ002524,17782,17878,1,8.57,0,857.22,5.0,5.0,0.0,0.0,-19.22,8.43,1,100,20170626
SZ000002,17786,17882,1,25.69,0,2569.11,5.0,5.0,0.0,0.0,-20.11,25.54,1,100,20170626
SH603879,17807,17903,1,22.16,0,2216.45,6.0,5.0,0.0,1.0,32.55,22.55,1,100,20170627
SZ000521,17808,17904,1,6.66,0,666.03,5.0,5.0,0.0,0.0,-4.03,6.67,1,100,20170627
SZ300665,17809,17905,1,37.63,0,3762.53,5.64,5.64,0.0,0.0,18.83,37.87,1,100,20170627
SZ002824,17810,17906,1,25.75,0,2574.56,5.0,5.0,0.0,0.0,-4.56,25.75,1,100,20170627
SH603618,17811,17907,1,10.84,0,1084.49,6.0,5.0,0.0,1.0,-2.49,10.88,1,100,20170627
SZ002061,17812,17908,1,9.45,0,944.82,5.0,5.0,0.0,0.0,15.18,9.65,1,100,20170627
SZ300668,17813,17909,1,53.35,0,5335.0,8.0,8.0,0.0,0.0,-8.0,53.35,1,100,20170627
SH601878,17814,17910,1,13.39,0,1339.0,6.0,5.0,0.0,1.0,-6.0,13.39,1,100,20170627
SH603197,17815,17911,1,54.88,0,5487.79,9.23,8.23,0.0,1.0,-124.02,53.73,1,100,20170627
SZ002636,17816,17912,1,17.23,0,1722.73,5.0,5.0,0.0,0.0,3.27,17.31,1,100,20170627
SZ300062,17817,17913,1,12.63,0,1262.59,5.0,5.0,0.0,0.0,7.41,12.75,1,100,20170627
SH600231,17818,17914,1,3.25,0,325.05,6.0,5.0,0.0,1.0,-4.05,3.27,1,100,20170627
SZ002876,17819,17915,1,61.84,0,6184.5,9.28,9.28,0.0,0.0,-73.78,61.2,1,100,20170627
SZ300663,17820,17916,1,25.44,0,2543.61,5.0,5.0,0.0,0.0,-57.61,24.91,1,100,20170627
SZ002761,17821,17917,1,38.97,0,3896.74,5.85,5.85,0.0,0.0,-59.59,38.43,1,100,20170627
SZ300128,17822,17918,1,8.41,0,840.6,5.0,5.0,0.0,0.0,-10.6,8.35,1,100,20170627
SZ000567,17823,17919,1,27.27,0,2726.68,5.0,5.0,0.0,0.0,-28.68,27.03,1,100,20170627
SZ002182,17824,17920,1,9.47,0,947.17,5.0,5.0,0.0,0.0,-17.17,9.35,1,100,20170627
SH603536,17825,17921,1,24.4,0,2439.67,6.0,5.0,0.0,1.0,-76.67,23.69,1,100,20170627
