symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH600689,533,0,1,5,19.06,6.0,5.0,0.0,1.0,1905.61,0,3,1,20160126,100
SZ000735,534,0,1,5,6.71,5.0,5.0,0.0,0.0,670.72,0,3,1,20160126,100
SZ002624,535,0,1,5,33.86,5.08,5.08,0.0,0.0,3386.0,0,3,1,20160126,100
SZ300443,536,0,1,5,191.96,28.79,28.79,0.0,0.0,19195.86,0,3,1,20160126,100
SZ000032,537,0,1,5,18.2,5.0,5.0,0.0,0.0,1819.99,0,3,1,20160126,100
SZ002243,538,0,1,5,12.59,5.0,5.0,0.0,0.0,1258.87,0,3,1,20160126,100
SH603126,539,0,1,5,11.5,6.0,5.0,0.0,1.0,1149.63,0,3,1,20160126,100
SZ000959,540,0,1,5,4.32,5.0,5.0,0.0,0.0,431.53,0,3,1,20160126,100
SZ002777,541,0,1,5,80.99,12.15,12.15,0.0,0.0,8098.51,0,3,1,20160126,100
SH600623,542,0,1,5,14.69,6.0,5.0,0.0,1.0,1468.5,0,3,1,20160126,100
SH600710,543,0,1,5,6.0,6.0,5.0,0.0,1.0,600.0,0,3,1,20160126,100
SZ000778,544,0,1,5,5.18,5.0,5.0,0.0,0.0,518.34,0,3,1,20160126,100
SZ002336,545,0,1,5,11.64,5.0,5.0,0.0,0.0,1164.27,0,3,1,20160126,100
SZ000911,546,1,-1,5,14.03,6.4,5.0,1.4,0.0,1403.14,500,3,1,20160127,100
SZ300250,547,1,-1,5,59.19,14.8,8.88,5.92,0.0,5919.38,501,3,1,20160127,100
SZ300491,548,1,-1,5,54.33,13.58,8.15,5.43,0.0,5432.73,502,3,1,20160127,100
