symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300063,15481,15736,1,21.52,0,2152.1,5.0,5.0,0.0,0.0,-1291.1,8.66,1,100,20170427
SZ000885,15541,15796,1,19.44,0,1944.03,5.0,5.0,0.0,0.0,-20.03,19.29,1,100,20170428
SH600578,16455,16715,1,4.18,0,417.77,6.0,5.0,0.0,1.0,-2.77,4.21,1,100,20170524
SH600976,16813,17076,1,25.9,0,2590.22,6.0,5.0,0.0,1.0,104.78,27.01,1,100,20170607
SH600720,16965,17230,1,7.72,0,771.94,6.0,5.0,0.0,1.0,5.06,7.83,1,100,20170612
SZ000983,17053,17318,1,8.15,0,815.22,5.0,5.0,0.0,0.0,33.78,8.54,1,100,20170614
SZ300300,17256,17525,1,18.3,0,1829.89,5.0,5.0,0.0,0.0,-6.89,18.28,1,100,20170620
SH600976,17377,17647,1,26.61,0,2660.63,6.0,5.0,0.0,1.0,34.37,27.01,1,100,20170623
SZ002689,17388,17658,1,6.75,0,674.99,5.0,5.0,0.0,0.0,-14.99,6.65,1,100,20170623
SZ000627,17414,17684,1,8.29,0,828.91,5.0,5.0,0.0,0.0,-17.91,8.16,1,100,20170626
SZ002346,17418,17688,1,28.12,0,2811.78,5.0,5.0,0.0,0.0,-74.78,27.42,1,100,20170626
SH600976,17419,17689,1,26.41,0,2641.47,6.0,5.0,0.0,1.0,53.53,27.01,1,100,20170626
SH603197,17420,17690,1,54.33,0,5432.87,9.15,8.15,0.0,1.0,-69.02,53.73,1,100,20170626
SZ002524,17421,17691,1,8.57,0,857.22,5.0,5.0,0.0,0.0,-19.22,8.43,1,100,20170626
SZ000002,17425,17695,1,25.69,0,2569.11,5.0,5.0,0.0,0.0,-20.11,25.54,1,100,20170626
SH603879,17445,17715,1,22.16,0,2216.45,6.0,5.0,0.0,1.0,32.55,22.55,1,100,20170627
SZ000521,17446,17716,1,6.66,0,666.03,5.0,5.0,0.0,0.0,-4.03,6.67,1,100,20170627
SZ300665,17447,17717,1,37.63,0,3762.53,5.64,5.64,0.0,0.0,18.83,37.87,1,100,20170627
SZ002824,17448,17718,1,25.75,0,2574.56,5.0,5.0,0.0,0.0,-4.56,25.75,1,100,20170627
SH603618,17449,17719,1,10.84,0,1084.49,6.0,5.0,0.0,1.0,-2.49,10.88,1,100,20170627
SZ002061,17450,17720,1,9.45,0,944.82,5.0,5.0,0.0,0.0,15.18,9.65,1,100,20170627
SZ300668,17451,17721,1,53.35,0,5335.0,8.0,8.0,0.0,0.0,-8.0,53.35,1,100,20170627
SH601878,17452,17722,1,13.39,0,1339.0,6.0,5.0,0.0,1.0,-6.0,13.39,1,100,20170627
SH603197,17453,17723,1,54.88,0,5487.79,9.23,8.23,0.0,1.0,-124.02,53.73,1,100,20170627
SZ002636,17454,17724,1,17.23,0,1722.73,5.0,5.0,0.0,0.0,3.27,17.31,1,100,20170627
SZ300062,17455,17725,1,12.63,0,1262.59,5.0,5.0,0.0,0.0,7.41,12.75,1,100,20170627
SH600231,17456,17726,1,3.25,0,325.05,6.0,5.0,0.0,1.0,-4.05,3.27,1,100,20170627
SZ002876,17457,17727,1,61.84,0,6184.5,9.28,9.28,0.0,0.0,-73.78,61.2,1,100,20170627
SZ300663,17458,17728,1,25.44,0,2543.61,5.0,5.0,0.0,0.0,-57.61,24.91,1,100,20170627
SZ002761,17459,17729,1,38.97,0,3896.74,5.85,5.85,0.0,0.0,-59.59,38.43,1,100,20170627
SZ300128,17460,17730,1,8.41,0,840.6,5.0,5.0,0.0,0.0,-10.6,8.35,1,100,20170627
SZ000567,17461,17731,1,27.27,0,2726.68,5.0,5.0,0.0,0.0,-28.68,27.03,1,100,20170627
SZ002182,17462,17732,1,9.47,0,947.17,5.0,5.0,0.0,0.0,-17.17,9.35,1,100,20170627
SH603536,17463,17733,1,24.4,0,2439.67,6.0,5.0,0.0,1.0,-76.67,23.69,1,100,20170627
