symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH603533,21632,0,1,5,43.15,7.47,6.47,0.0,1.0,4315.0,0,3,1,20171027,100
SH600702,21697,0,1,5,45.97,7.9,6.9,0.0,1.0,4597.44,0,3,1,20171031,100
SZ002846,21698,0,1,5,24.31,5.0,5.0,0.0,0.0,2431.1,0,3,1,20171031,100
SH603648,21699,0,1,5,28.93,6.0,5.0,0.0,1.0,2892.65,0,3,1,20171031,100
SZ002910,21700,0,1,5,10.72,5.0,5.0,0.0,0.0,1072.28,0,3,1,20171031,100
SZ300710,21701,0,1,5,45.53,6.83,6.83,0.0,0.0,4553.0,0,3,1,20171031,100
SZ002903,21702,0,1,5,52.49,7.87,7.87,0.0,0.0,5249.0,0,3,1,20171031,100
SH600278,21703,0,1,5,15.02,6.0,5.0,0.0,1.0,1502.12,0,3,1,20171031,100
SZ300712,21704,0,1,5,16.98,5.0,5.0,0.0,0.0,1697.53,0,3,1,20171031,100
SH603922,21705,0,1,5,42.08,7.31,6.31,0.0,1.0,4208.05,0,3,1,20171031,100
SZ002016,21706,0,1,5,9.28,5.0,5.0,0.0,0.0,927.85,0,3,1,20171031,100
SZ300213,21707,0,1,5,8.83,5.0,5.0,0.0,0.0,882.69,0,3,1,20171031,100
SZ300425,21708,0,1,5,12.95,5.0,5.0,0.0,0.0,1294.9,0,3,1,20171031,100
SH600468,21709,0,1,5,7.87,6.0,5.0,0.0,1.0,787.0,0,3,1,20171031,100
SZ002843,21710,0,1,5,28.15,5.0,5.0,0.0,0.0,2815.3,0,3,1,20171031,100
SH603829,21711,0,1,5,25.61,6.0,5.0,0.0,1.0,2560.92,0,3,1,20171031,100
SZ300618,21712,0,1,5,218.89,32.83,32.83,0.0,0.0,21889.21,0,3,1,20171031,100
SZ000821,21714,0,1,5,15.02,5.0,5.0,0.0,0.0,1502.21,0,3,1,20171031,100
SZ300666,21715,0,1,5,58.88,8.83,8.83,0.0,0.0,5887.97,0,3,1,20171031,100
SZ300706,21716,1,-1,5,80.31,20.08,12.05,8.03,0.0,8031.12,21508,3,1,20171101,100
SH601108,21717,1,-1,5,23.55,8.36,5.0,2.36,1.0,2355.39,21513,3,1,20171101,100
SZ002194,21718,1,-1,5,13.41,6.34,5.0,1.34,0.0,1341.07,21540,3,1,20171101,100
SH603396,21719,1,-1,5,52.15,14.04,7.82,5.22,1.0,5215.46,21542,3,1,20171101,100
SZ002211,21720,1,-1,5,9.29,5.93,5.0,0.93,0.0,928.76,21543,3,1,20171101,100
SZ002903,21721,1,-1,5,55.64,13.91,8.35,5.56,0.0,5563.94,21545,3,1,20171101,100
SH603922,21722,1,-1,5,40.82,11.2,6.12,4.08,1.0,4081.81,21547,3,1,20171101,100
SZ300706,21723,1,-1,5,81.59,20.4,12.24,8.16,0.0,8158.97,21549,3,1,20171101,100
SH603466,21724,1,-1,5,49.28,13.32,7.39,4.93,1.0,4927.94,21551,3,1,20171101,100
SH603499,21725,1,-1,5,36.91,10.23,5.54,3.69,1.0,3691.45,21552,3,1,20171101,100
SZ300029,21726,1,-1,5,9.3,5.93,5.0,0.93,0.0,930.25,21553,3,1,20171101,100
SZ002323,21727,1,-1,5,9.85,5.98,5.0,0.98,0.0,984.77,21554,3,1,20171101,100
SH603683,21728,1,-1,5,27.79,8.78,5.0,2.78,1.0,2779.32,21556,3,1,20171101,100
SH603722,21729,1,-1,5,25.13,8.51,5.0,2.51,1.0,2513.26,21557,3,1,20171101,100
SH601108,21730,1,-1,5,23.52,8.35,5.0,2.35,1.0,2352.03,21558,3,1,20171101,100
SZ002909,21731,1,-1,5,15.18,6.52,5.0,1.52,0.0,1517.92,21559,3,1,20171101,100
